ID,AssignedTo,CPUDemand,SemanticVector,Step
4,1.0,4,"[0.26345157623291016, 0.4487152695655823, 0.1394406408071518, 0.8400459289550781, 0.6903337240219116, 0.14839552342891693, 0.1437268704175949, 0.28765833377838135, 0.9338897466659546, 0.09645648300647736, 0.052168745547533035, 0.46815717220306396, 0.6067956686019897, 0.7199680805206299, 0.019699689000844955, 0.0613362081348896]",211
5,1.0,5,"[0.7359153032302856, 0.6699827909469604, 0.4311695098876953, 0.7798028588294983, 0.7363359332084656, 0.8488877415657043, 0.8849368691444397, 0.10801508277654648, 0.38887840509414673, 0.8121121525764465, 0.11199238896369934, 0.10993552207946777, 0.4100995659828186, 0.44864025712013245, 0.30642253160476685, 0.41662874817848206]",211
6,1.0,1,"[0.45366165041923523, 0.3646434545516968, 0.791122317314148, 0.28104841709136963, 0.8927006721496582, 0.791685163974762, 0.6924673318862915, 0.235815167427063, 0.5012111067771912, 0.7697225213050842, 0.7265033721923828, 0.48413416743278503, 0.06828458607196808, 0.8027045726776123, 0.9236379861831665, 0.06466767191886902]",211
1,1.0,1,"[0.7110397815704346, 0.620160698890686, 0.3911668658256531, 0.7810579538345337, 0.7107023000717163, 0.5698764324188232, 0.8909475803375244, 0.7005233764648438, 0.3977391719818115, 0.9102572202682495, 0.8142195343971252, 0.2504028081893921, 0.9224156737327576, 0.6644640564918518, 0.7156032919883728, 0.16181249916553497]",212
2,1.0,2,"[0.4783410429954529, 0.6517583131790161, 0.7165437936782837, 0.9280778765678406, 0.08402644097805023, 0.857261598110199, 0.6442205309867859, 0.5008000135421753, 0.9279906749725342, 0.054809410125017166, 0.5161395072937012, 0.18139298260211945, 0.922605037689209, 0.4591246247291565, 0.660537600517273, 0.9643307328224182]",212
3,1.0,3,"[0.8293849229812622, 0.9596645832061768, 0.2558893859386444, 0.16858525574207306, 0.864005982875824, 0.9511374235153198, 0.4974414110183716, 0.5860316157341003, 0.9954209923744202, 0.2699131369590759, 0.4535888135433197, 0.22744911909103394, 0.47626012563705444, 0.6450440287590027, 0.24611911177635193, 0.6857751607894897]",212
4,6.0,4,"[0.2751542627811432, 0.7159743905067444, 0.29326131939888, 0.5413185358047485, 0.15031081438064575, 0.9161803722381592, 0.21054480969905853, 0.19533732533454895, 0.7918151617050171, 0.10408936440944672, 0.8037148714065552, 0.10187429934740067, 0.7717524766921997, 0.4447888433933258, 0.9510186910629272, 0.5159048438072205]",212
5,1.0,5,"[0.6499032974243164, 0.6820804476737976, 0.24036893248558044, 0.8183847069740295, 0.3839937150478363, 0.26505663990974426, 0.9876380562782288, 0.06268832832574844, 0.7741396427154541, 0.8852373361587524, 0.4499611556529999, 0.04065224900841713, 0.8714310526847839, 0.7662832140922546, 0.8834751844406128, 0.9889242053031921]",212
6,1.0,1,"[0.5584760308265686, 0.6286406517028809, 0.5936732292175293, 0.37777644395828247, 0.7381337881088257, 0.4871586263179779, 0.8522490859031677, 0.5389106273651123, 0.2868523895740509, 0.26434972882270813, 0.8304128646850586, 0.9397299885749817, 0.9313440918922424, 0.0344846248626709, 0.5397779941558838, 0.459494948387146]",212
1,6.0,1,"[0.53424072265625, 0.029522867873311043, 0.5381904244422913, 0.5764504075050354, 0.04904913902282715, 0.835561990737915, 0.2681278586387634, 0.53081214427948, 0.56349116563797, 0.6720232367515564, 0.8815372586250305, 0.07457460463047028, 0.6468902230262756, 0.7926954030990601, 0.8353540301322937, 0.5265913605690002]",213
2,1.0,2,"[0.257596492767334, 0.425491064786911, 0.18310585618019104, 0.7381569743156433, 0.01011346559971571, 0.7553415298461914, 0.3171243965625763, 0.22929932177066803, 0.5040644407272339, 0.12897808849811554, 0.23070669174194336, 0.15601471066474915, 0.7824195623397827, 0.26308271288871765, 0.6178287267684937, 0.798572838306427]",213
3,1.0,3,"[0.7521770596504211, 0.3219760060310364, 0.16166560351848602, 0.09719821065664291, 0.5902382731437683, 0.08512316644191742, 0.5402287244796753, 0.44312140345573425, 0.07241944223642349, 0.013503036461770535, 0.10972340404987335, 0.6083580851554871, 0.24578943848609924, 0.6603081822395325, 0.6790964603424072, 0.8898009061813354]",213
4,1.0,4,"[0.006807034369558096, 0.7440617084503174, 0.11967059969902039, 0.09175369143486023, 0.7137564420700073, 0.21517278254032135, 0.18218891322612762, 0.01795913651585579, 0.4154745638370514, 0.9610674381256104, 0.1593009978532791, 0.76814866065979, 0.0293122511357069, 0.46984341740608215, 0.6811575293540955, 0.20742695033550262]",213
5,1.0,5,"[0.4500114917755127, 0.5712989568710327, 0.2403126060962677, 0.5160619616508484, 0.5622156858444214, 0.164826437830925, 0.039513103663921356, 0.6608684659004211, 0.4745871126651764, 0.9138312935829163, 0.19277314841747284, 0.43382230401039124, 0.43005844950675964, 0.5708010792732239, 0.48458433151245117, 0.8528680205345154]",213
6,1.0,1,"[0.9382950067520142, 0.26679953932762146, 0.5379616618156433, 0.9039183855056763, 0.5944885611534119, 0.15176719427108765, 0.802344799041748, 0.030430370941758156, 0.8070210814476013, 0.23457273840904236, 0.4512317180633545, 0.5426794290542603, 0.06420357525348663, 0.08679123222827911, 0.6946341395378113, 0.4851789176464081]",213
1,1.0,1,"[0.8816120028495789, 0.875977098941803, 0.6140159964561462, 0.4463098645210266, 0.21347732841968536, 0.386848121881485, 0.8748065233230591, 0.34189245104789734, 0.5522603392601013, 0.6345798373222351, 0.7811322212219238, 0.1703409105539322, 0.05630001053214073, 0.6436099410057068, 0.5394162535667419, 0.9307223558425903]",214
2,1.0,2,"[0.15813398361206055, 0.846446692943573, 0.8703551888465881, 0.22121024131774902, 0.27437397837638855, 0.9304444193840027, 0.47201666235923767, 0.7780270576477051, 0.6160626411437988, 0.9135000705718994, 0.4401729702949524, 0.2730487585067749, 0.9393156170845032, 0.6472936868667603, 0.0551740899682045, 0.6438009142875671]",214
3,2.0,3,"[0.011881580576300621, 0.9788170456886292, 0.5553023815155029, 0.1528838574886322, 0.47717219591140747, 0.29969966411590576, 0.54140305519104, 0.6047472357749939, 0.40652087330818176, 0.18035849928855896, 0.2924993634223938, 0.833821713924408, 0.3195722699165344, 0.09374009817838669, 0.6085995435714722, 0.12416046857833862]",214
4,1.0,4,"[0.16117674112319946, 0.568040132522583, 0.4894942045211792, 0.6416628360748291, 0.4885566234588623, 0.004523490089923143, 0.46126243472099304, 0.07863499969244003, 0.39374327659606934, 0.2033568024635315, 0.2150976061820984, 0.8503785729408264, 0.6098494529724121, 0.8398397564888, 0.31017622351646423, 0.538322389125824]",214
5,1.0,5,"[0.7140271663665771, 0.8687055706977844, 0.9347794055938721, 0.17124101519584656, 0.08436258882284164, 0.2716136574745178, 0.4737953841686249, 0.3500038981437683, 0.9863424301147461, 0.5051154494285583, 0.8983067274093628, 0.8946022391319275, 0.758820116519928, 0.4119822084903717, 0.35149264335632324, 0.19051194190979004]",214
6,6.0,1,"[0.9368204474449158, 0.2552278935909271, 0.9486731290817261, 0.031621795147657394, 0.5910117626190186, 0.12267809361219406, 0.3616979122161865, 0.7127195596694946, 0.31176671385765076, 0.39254075288772583, 0.8016154170036316, 0.5880533456802368, 0.6405667066574097, 0.7298479676246643, 0.67723548412323, 0.4073597490787506]",214
1,1.0,1,"[0.6298739314079285, 0.835532546043396, 0.8690467476844788, 0.818609356880188, 0.7425611019134521, 0.7378489971160889, 0.42379137873649597, 0.4517081081867218, 0.5210068225860596, 0.23025907576084137, 0.6031379103660583, 0.6549395322799683, 0.5885009765625, 0.1390535831451416, 0.22545988857746124, 0.2983606457710266]",215
2,6.0,2,"[0.01585494354367256, 0.04647930711507797, 0.9377479553222656, 0.2874336838722229, 0.4550318419933319, 0.8044901490211487, 0.47246253490448, 0.021872922778129578, 0.6229785680770874, 0.9975764751434326, 0.17903104424476624, 0.8769831657409668, 0.17762383818626404, 0.47638002038002014, 0.42536211013793945, 0.7396193742752075]",215
3,6.0,3,"[0.061314959079027176, 0.7564443945884705, 0.21640588343143463, 0.48340338468551636, 0.45872578024864197, 0.12223318964242935, 0.6468648314476013, 0.3506503999233246, 0.4006351828575134, 0.061523135751485825, 0.5527086853981018, 0.126054048538208, 0.8982127904891968, 0.006761593744158745, 0.03493509814143181, 0.5617455244064331]",215
4,6.0,4,"[0.48005256056785583, 0.3496837913990021, 0.5448919534683228, 0.4295986592769623, 0.3170534372329712, 0.2336982637643814, 0.5633060932159424, 0.24945536255836487, 0.6060265898704529, 0.1599610596895218, 0.7920612692832947, 0.3783799707889557, 0.9530568718910217, 0.6603354215621948, 0.10486166179180145, 0.23052528500556946]",215
5,1.0,5,"[0.6000673174858093, 0.9165552258491516, 0.2267727553844452, 0.10005496442317963, 0.8001070022583008, 0.6050569415092468, 0.43700623512268066, 0.948495626449585, 0.007386667653918266, 0.046848077327013016, 0.27923956513404846, 0.0039853621274232864, 0.9403384923934937, 0.6989625692367554, 0.5820885896682739, 0.3310253620147705]",215
6,1.0,1,"[0.9042669534683228, 0.6918843388557434, 0.46334391832351685, 0.30607226490974426, 0.5554118752479553, 0.23877599835395813, 0.758112370967865, 0.6981865763664246, 0.23765303194522858, 0.35753121972084045, 0.25373363494873047, 0.6473714113235474, 0.13596926629543304, 0.10936342179775238, 0.8255107998847961, 0.5395548343658447]",215
1,1.0,1,"[0.9608490467071533, 0.1351991891860962, 0.567388117313385, 0.003146791597828269, 0.9367101788520813, 0.32973340153694153, 0.7424830198287964, 0.13034218549728394, 0.8686685562133789, 0.1656256765127182, 0.8189843893051147, 0.06589649617671967, 0.5099766254425049, 0.6649491190910339, 0.8959963917732239, 0.37438511848449707]",216
2,1.0,2,"[0.06794396787881851, 0.8696975708007812, 0.1723133623600006, 0.9212259650230408, 0.5285539627075195, 0.41009125113487244, 0.5355241298675537, 0.1427110880613327, 0.11888360977172852, 0.11094094067811966, 0.6769415140151978, 0.14199696481227875, 0.46320968866348267, 0.7036798596382141, 0.4755948781967163, 0.46384942531585693]",216
3,1.0,3,"[0.009214712306857109, 0.47703641653060913, 0.2920938730239868, 0.2157750427722931, 0.2483869194984436, 0.23795533180236816, 0.8780214190483093, 0.5408016443252563, 0.9582428336143494, 0.7383930087089539, 0.7605014443397522, 0.6438457369804382, 0.9660379886627197, 0.11318059265613556, 0.8101853132247925, 0.3828173279762268]",216
4,6.0,4,"[0.7721438407897949, 0.8506138920783997, 0.9154602885246277, 0.19859012961387634, 0.3367747962474823, 0.8779542446136475, 0.08952057361602783, 0.17641934752464294, 0.1527128517627716, 0.8358048796653748, 0.7307117581367493, 0.5196083188056946, 0.6751105189323425, 0.346005380153656, 0.8455185294151306, 0.9505442976951599]",216
5,2.0,5,"[0.9432247281074524, 0.3598387837409973, 0.020361043512821198, 0.9035428166389465, 0.28764814138412476, 0.8965365886688232, 0.8595956563949585, 0.35665056109428406, 0.7780426740646362, 0.3655932545661926, 0.6629892587661743, 0.5128631591796875, 0.8589401841163635, 0.7379348874092102, 0.22345969080924988, 0.3961552083492279]",216
6,1.0,1,"[0.21053703129291534, 0.020360106602311134, 0.16728216409683228, 0.9151206612586975, 0.8484423756599426, 0.22555267810821533, 0.6546962857246399, 0.13385619223117828, 0.16811016201972961, 0.94758141040802, 0.6340726017951965, 0.5711894631385803, 0.33639758825302124, 0.085413359105587, 0.3369399607181549, 0.1663575917482376]",216
1,1.0,1,"[0.08233004808425903, 0.19532635807991028, 0.3803812265396118, 0.24652007222175598, 0.2537115514278412, 0.3230327367782593, 0.8594251871109009, 0.3129960894584656, 0.030099935829639435, 0.9963452816009521, 0.4108090400695801, 0.4338584542274475, 0.26261457800865173, 0.021395185962319374, 0.5968284010887146, 0.060158465057611465]",217
2,1.0,2,"[0.3556874692440033, 0.07932879775762558, 0.37189751863479614, 0.03308006748557091, 0.7675126791000366, 0.6662464737892151, 0.600492537021637, 0.7320584058761597, 0.3184431195259094, 0.1849614977836609, 0.7461477518081665, 0.28436803817749023, 0.45251765847206116, 0.3877604901790619, 0.7495754957199097, 0.06029723584651947]",217
3,1.0,3,"[0.537013053894043, 0.5592734813690186, 0.3675132393836975, 0.007327169179916382, 0.25445789098739624, 0.05120104178786278, 0.5137110948562622, 0.18722796440124512, 0.81342613697052, 0.7976394295692444, 0.46348634362220764, 0.27442696690559387, 0.7040752172470093, 0.5074434280395508, 0.270463228225708, 0.694440484046936]",217
4,1.0,4,"[0.40932831168174744, 0.22104966640472412, 0.5580621361732483, 0.35962939262390137, 0.17377667129039764, 0.20739150047302246, 0.5848588943481445, 0.3929528594017029, 0.6240243315696716, 0.7745837569236755, 0.4099498689174652, 0.17727506160736084, 0.8560767769813538, 0.1720798909664154, 0.09690143913030624, 0.2863290309906006]",217
5,1.0,5,"[0.2571655809879303, 0.8551987409591675, 0.9405592083930969, 0.9346923232078552, 0.11674749106168747, 0.7668431401252747, 0.834434449672699, 0.4322006106376648, 0.978302538394928, 0.030037833377718925, 0.7884446978569031, 0.026682371273636818, 0.0889817550778389, 0.6836419105529785, 0.09890249371528625, 0.53428715467453]",217
6,2.0,1,"[0.44360068440437317, 0.5202991962432861, 0.10826719552278519, 0.8883174657821655, 0.6066219806671143, 0.7235201001167297, 0.7072278261184692, 0.5781707763671875, 0.9866341948509216, 0.4738115072250366, 0.3783003091812134, 0.7873983383178711, 0.16041673719882965, 0.3860906958580017, 0.9568734169006348, 0.38794395327568054]",217
1,1.0,1,"[0.9182514548301697, 0.43777725100517273, 0.0008530536433681846, 0.6445463299751282, 0.05252772942185402, 0.7765819430351257, 0.09177839010953903, 0.929276704788208, 0.5948352217674255, 0.9348645806312561, 0.41718193888664246, 0.05651310831308365, 0.8432483077049255, 0.6208635568618774, 0.8265787363052368, 0.6938201785087585]",218
2,1.0,2,"[0.5873963832855225, 0.27681756019592285, 0.3280355930328369, 0.8119840621948242, 0.7478921413421631, 0.24462199211120605, 0.5962470173835754, 0.884220540523529, 0.8897582292556763, 0.3239268660545349, 0.9171348810195923, 0.4422474801540375, 0.5822221636772156, 0.47778716683387756, 0.13384418189525604, 0.39823219180107117]",218
3,6.0,3,"[0.594183087348938, 0.7777060270309448, 0.6370453238487244, 0.10620157420635223, 0.9945022463798523, 0.12093161791563034, 0.21020159125328064, 0.16618478298187256, 0.7963621616363525, 0.18563894927501678, 0.7839280962944031, 0.6865758299827576, 0.7857562303543091, 0.3466642200946808, 0.15461303293704987, 0.7219741344451904]",218
4,1.0,4,"[0.30976536870002747, 0.2502049207687378, 0.4104333817958832, 0.14372238516807556, 0.35302016139030457, 0.48994365334510803, 0.8540903329849243, 0.6756191849708557, 0.14310462772846222, 0.25258055329322815, 0.03906691446900368, 0.9787647128105164, 0.5340930819511414, 0.17782725393772125, 0.05093364045023918, 0.15348689258098602]",218
5,1.0,5,"[0.5569273233413696, 0.3985177278518677, 0.42867669463157654, 0.18727074563503265, 0.553346574306488, 0.5677416324615479, 0.896999716758728, 0.0025992407463490963, 0.0323941595852375, 0.2987934648990631, 0.9688428640365601, 0.7743587493896484, 0.6519681215286255, 0.7099975943565369, 0.8502063751220703, 0.9121481776237488]",218
6,1.0,1,"[0.1509256809949875, 0.6616352200508118, 0.3873300850391388, 0.3479061424732208, 0.048860251903533936, 0.1154254898428917, 0.7652596831321716, 0.6940538883209229, 0.7433610558509827, 0.436200886964798, 0.8220740556716919, 0.8382858037948608, 0.22747032344341278, 0.35153481364250183, 0.06304008513689041, 0.42113444209098816]",218
1,1.0,1,"[0.6544244885444641, 0.5703712701797485, 0.3115675151348114, 0.7392313480377197, 0.48146292567253113, 0.8997146487236023, 0.807591438293457, 0.7374827265739441, 0.7947496175765991, 0.3533640205860138, 0.6167293190956116, 0.2906513214111328, 0.9135473966598511, 0.6809675097465515, 0.047504812479019165, 0.9571495652198792]",219
2,6.0,2,"[0.1324102282524109, 0.2727195918560028, 0.10333669185638428, 0.4384881258010864, 0.38308852910995483, 0.7189014554023743, 0.2570441663265228, 0.9722995162010193, 0.5210477709770203, 0.2817055583000183, 0.16468952596187592, 0.43647173047065735, 0.9453029632568359, 0.7872924208641052, 0.6980220675468445, 0.09735319763422012]",219
3,1.0,3,"[0.24118249118328094, 0.5436660647392273, 0.16685745120048523, 0.08637138456106186, 0.5157223343849182, 0.7605111598968506, 0.7439636588096619, 0.6545971632003784, 0.6992829442024231, 0.8163567185401917, 0.7574027180671692, 0.5949892401695251, 0.023935265839099884, 0.4338749945163727, 0.5446325540542603, 0.6546967625617981]",219
4,1.0,4,"[0.7872508764266968, 0.18626649677753448, 0.18937867879867554, 0.31200650334358215, 0.9602411389350891, 0.3268304169178009, 0.32474464178085327, 0.9109342098236084, 0.9847687482833862, 0.8673850893974304, 0.8905082941055298, 0.8764142990112305, 0.5454868078231812, 0.7777564525604248, 0.5197882056236267, 0.36335763335227966]",219
5,1.0,5,"[0.1454431414604187, 0.3875502347946167, 0.5035237073898315, 0.1393529772758484, 0.26653605699539185, 0.07443633675575256, 0.8007814288139343, 0.9366945028305054, 0.288577675819397, 0.1799762099981308, 0.5285712480545044, 0.6804619431495667, 0.41709452867507935, 0.6125317811965942, 0.901049017906189, 0.691601574420929]",219
6,1.0,1,"[0.3143369257450104, 0.06541518867015839, 0.967685341835022, 0.18904516100883484, 0.36035388708114624, 0.10701385885477066, 0.9801498651504517, 0.47381022572517395, 0.3796268403530121, 0.8823848366737366, 0.22615237534046173, 0.9370025992393494, 0.5159108638763428, 0.22772414982318878, 0.06434595584869385, 0.6408251523971558]",219
1,1.0,1,"[0.30794060230255127, 0.3345508277416229, 0.11333278566598892, 0.011887306347489357, 0.4250582158565521, 0.5468578338623047, 0.7621630430221558, 0.2995169460773468, 0.47381022572517395, 0.7610746026039124, 0.8264474868774414, 0.8946684002876282, 0.2507743835449219, 0.7159993052482605, 0.22860543429851532, 0.9089213013648987]",220
